eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.3000 "Chinese, Thai, Mexican, European, North Indian" 8893 Raasta "2 km" "Green Park Metro Station" "2.6 km" "Hauz Khas Metro Station" "[u'No Home Delivery', u'Dine-In Available', u'Serves Non Veg', u'Serves Alcohol', u'Air Conditioned', u'Outdoor Seating', u'Lounge']"   True CaribbeanChicken,GalautiKebab,ChilliPaneer 89  "12 Noon to 12:30 AM" 28.5536020000,77.1942640000 3.7 "1105 votes" "Very Good" 513 https://www.zomato.com/ncr/raasta-hauz-khas-village-new-delhi  8893
                      1409569760 540453e60d0cee69ad0ae1c2 5576161 2768441 10 "Nehal Kaur" https://www.zomato.com/users/nehal-kaur-5576161  8893 "2014-08-31 01:53:28" 17 Legendary https://www.zomato.com/review/ZMMdpr  1409430208.0
                      1409569761 540453e90d0cee69ad0ae1fe 2286848 895852 17 "Harsh Cheema" https://www.zomato.com/users/harsh-cheema-2286848 "Great place to chill with friends!!!" 8893 "2014-06-14 21:30:52" 4 "Very Good" https://www.zomato.com/review/lQmoK  1402761652.0
                      1409569761 540453e90d0cee69ad0ae1ff 2169418 885362 1 Hina https://www.zomato.com/users/hina-2169418 "A must go place, spcly wen u cant think of any place n u want to have a good time wid ur frnds. The menu is nicely framed and so as d nice cooked food; pasta is amazing :)" 8893 "2014-06-12 14:53:55" 8 Excellent https://www.zomato.com/review/NKnOZ  1402565035.0
                      1409569761 540453e90d0cee69ad0ae200 2769976 884400 3 "Vivek Shah" https://www.zomato.com/users/vivek-shah-2769976 "Very nice place. The kind of place that makes ur mood go up. Even though i remember their humus was a bit old once. Otherwise i love the place the pizza's the music the balcony and the amazing service." 8893 "2014-06-12 11:01:18" 16 "Very Good" https://www.zomato.com/review/MBeaK  1402551078.0
                      1409569761 540453e90d0cee69ad0ae201 340783 879798 32 "Jyotsna Thakur" https://www.zomato.com/users/jyotsna-thakur-340783 "This is place the where I love to go with my girlfriends for the ladies night.. The only thing I don't like is the coupon system they have for the free drinks on ladies night as well. I mean we should get unlimited free drinks at least on a ladies night.. But that's ok.. The music is super cool after 10:30. We had a white sauce pasta there.. Which I liked. The only thing I don't like is the washrooms.. It's very small. Rest the place is very nice to hang out with friends." 8893 "2014-06-11 06:07:52" 22 Excellent https://www.zomato.com/review/yBQaD 1 1402447072.0
                      1409569761 540453e90d0cee69ad0ae202 2766950 871236 5 "Clair De Lune" https://www.zomato.com/users/clair-de-lune-2766950 "A Polish friend had organized his ""farewell party"" in this deceptively calm restaurant that turns out to be a rocking dance club as the night sets in. The ambience allows for a smooth transition, especially f you are not a clubbing person. Drinks were ordered around, with the happy hours causing liquor to flow around the group without inhibitions. I had ordered only a starter: Harissa Potato Wedges. They were spicily succulent along with the cheese dip. It beats the potato wedges styled by Pizza Hut chain restaurants. If you're looking for night life with friends and good liquor (which eats up your wallet quickly if you're sloshed) then Raasta is one viable option." 8893 "2014-06-09 10:06:01" 3 Good https://www.zomato.com/review/GgNgO  1402288561.0
                      1409569761 540453e90d0cee69ad0ae203 1152854 865840 11 "Pankush Kukreja" https://www.zomato.com/users/pankush-kukreja-1152854 "Sexo ambience , great food , hardcore drinks , must visit place for sat nights" 8893 "2014-06-08 12:23:31" 1 Excellent https://www.zomato.com/review/nQoxm  1402210411.0
                      1409569761 540453e90d0cee69ad0ae204 2683802 860888 1 "Sahil Dhamija" https://www.zomato.com/users/sahil-dhamija-2683802 "its really a good place to go ...i visited 2 times over here...nd had a lot of fun with my frnzz." 8893 "2014-06-07 13:16:27" 1 "Very Good" https://www.zomato.com/review/LGkXZ  1402127187.0
                      1409569761 540453e90d0cee69ad0ae205 469461 860452 27 "Dishant Bhasin" https://www.zomato.com/users/dishant-bhasin-469461 "Like other joints, you don't have to climb lot of stairs to get into Raasta. You will find good crowd even on weekdays too. Must try out joint, if you are in the village. Plus happy hours suits your pocket too.;)" 8893 "2014-06-07 11:27:45" 33 "Very Good" https://www.zomato.com/review/lqONn  1402120665.0
                      1409569761 540453e90d0cee69ad0ae206 1598329 859796 24 "Prateek Singh" https://www.zomato.com/users/prateek-singh-1598329 "A good place to relax and enjoy the space.Had a nice experience . Recommended alteast once to visit.. !!!  Cheers..." 8893 "2014-06-07 05:31:35" 11 Good https://www.zomato.com/review/NgwkY  1402099295.0
                      1409569761 540453e90d0cee69ad0ae207 816734 854540 63 "Nikunj Keshav Varshney" https://www.zomato.com/Chicken_Gourmet  8893 "2014-06-06 00:50:19" 13 "Very Good" https://www.zomato.com/review/nzDNy 2 1401996019.0
                      1409569761 540453e90d0cee69ad0ae208 1154260 851220 7 "Ranjith Pc" https://www.zomato.com/users/ranjith-pc-1154260 "Definitely a must visit place in hauz village.....been bere several times with friends...it has both lounge experience n a disc feel to it....Food was okAmbience n the crowd comming was electrifying." 8893 "2014-06-05 11:12:34" 24 Excellent https://www.zomato.com/review/LGYzk  1401946954.0
                      1409569761 540453e90d0cee69ad0ae209 1805257 850454 31 "Pooja Bhalla" https://www.zomato.com/users/pooja-bhalla-1805257 "Awesum place..." 8893 "2014-06-05 01:07:43" 1 Average https://www.zomato.com/review/LGGla  1401910663.0
                      1409569761 540453e90d0cee69ad0ae20a 388524 844300 32 "Mudit K P Varshney" https://www.zomato.com/users/mudit-k-p-varshney-388524 "Ambience is great, bob marley songs, n food is also good. Prices are also relative." 8893 "2014-06-03 17:30:22" 4 Good https://www.zomato.com/review/MovYY  1401796822.0
                      1409569762 540453e90d0cee69ad0ae20b 413072 836218 30 "Shruti Hazarika" https://www.zomato.com/users/shruti-hazarika-413072 "Amazing Sunday Ladies Night. Love the cocktails." 8893 "2014-06-01 23:37:44" 23 "Very Good" https://www.zomato.com/review/lqzXQ  1401646064.0
                      1409569762 540453e90d0cee69ad0ae20c 42629 826164 717 "Rahul Taluja" https://www.zomato.com/rahultaluja "Somehow, me and my wife have been unable to explore Hauz Khas Village even though it is filled with nice places. So last weekend, it was decided that HKV it is and no place else.Now, going there on a Saturday night would be a nightmare, I had heard this from friends but not believed them, especially when the time in my watch was over 11:00 pm. Got stuck the moment we took a left for HKV and it took close to 30 minutes and a lot of intervention from the cops to make the traffic move. Parked the moment I got space since that seemed to be a really intelligent idea then rather than moving on and on looking for a place closer to the pub we were supposed to visit.We had no place in mind, we had thought that where ever we like the ambiance and the music, we will just sit. 5 minutes into walking and I hear my name being called from behind and there were our friends who were going to Raasta and we tagged along.Now, never in so many pubs, clubs and bars that I have been...read more" 8893 "2014-05-31 03:44:47" 186  https://www.zomato.com/review/yexBm 1 1401488087.0
                      1409569762 540453e90d0cee69ad0ae20d 524249 821190 33 "Kush Sharma" https://www.zomato.com/users/kush-sharma-524249 "grt place to hang out wid both an outdoor n indoor seatin option available.. food is pretty gud.. esp chicken faffa is awesome.. pasta n chocolate shakes were amazing too.. but roasted potatoes were too bland..pretty gud service too.. overall a great place to go to.." 8893 "2014-05-29 23:59:44" 2 "Very Good" https://www.zomato.com/review/xowAd  1401388184.0
                      1409569762 540453ea0d0cee69ad0ae20e 236838 816280 413 "Akriti Kapoor" https://www.zomato.com/users/akriti-kapoor-236838 "Raasta has a really relaxed kind of vibe about it. It has an outdoor seating area, and an indoor seating- few chairs, loads of empty floor space- probably for the various nights it hosts (karaoke, retro, dj, etc.) and 2 big screens (currently running the IPL matches). The menu uploaded here probably needs to be updated, as the menu we got was quite different. We ordered a grilled cheese sandwich (don't remember the name and it's not on the menu uploaded here) which was so different from the regular grilled cheese. The stuffing inside was very flavourful - mixed veggies, loads of melting oozy cheese, and it was grilled to perfection. This was served with a salsa, a mayo dip (extremely tasty) and banana fries (thin strips of banana, fried, but not at all oily, and tossed in spices- yummy!). All this was just for Rs. 295 + taxes, quite reasonable. Next we ordered a veg penne pasta in mixed sauce. This was also quite good. It was served with assorted breads and a...read more" 8893 "2014-05-28 22:16:11" 151  https://www.zomato.com/review/kBzOx 1 1401295571.0
                      1409569762 540453ea0d0cee69ad0ae20f 1759741 816264 25 "Eddie Gupta" https://www.zomato.com/users/eddie-gupta-1759741 "good place to hang out with friendsamazing hospitality" 8893 "2014-05-28 22:13:27" 5 Good https://www.zomato.com/review/ygPnP  1401295407.0
                      1409569762 540453ea0d0cee69ad0ae210 702713 809466 13 "Shubhrata Anil" https://www.zomato.com/users/shubhrata-anil-702713 "Raasta - the only Carribean lounge in the capital - is true to it's name. Anyone who knows the Raastafari movement would know what I am talking about. The vibrant Raasta colors, the pictures of Mr Marley and the deliciously authentic Carribean food make for a wonderful visit to this place. My personal favourites are the chicken faffa, Carribean chicken strips, the Caesar salad and the pepper lamb curry bowl. The bar is well stacked and the menu boasts of all kinds of awesome concoctions. The music, again, is very true to the theme and makes sure u r in a surreal zone after a couple of drinks.The only thing to be noted is that it can get very crowded on weekends and to avoid waiting in queues, it is advisable to be there by 8ish.I would give the place a 4.5!" 8893 "2014-05-27 13:26:53" 1 Excellent https://www.zomato.com/review/REEgb  1401177413.0
                      1409569762 540453ea0d0cee69ad0ae211 1207071 801392 13 "Shinjan Jain" https://www.zomato.com/users/shinjan-jain-1207071 "To begin with good ambience, nice music! We ordered veg cuisines which were delicious but mocktails n cocktails were bad. So if you are a food only person this place is good to eat n hangout at ." 8893 "2014-05-25 19:34:34" 18 Average https://www.zomato.com/review/EkpMr  1401026674.0
                      1409569762 540453ea0d0cee69ad0ae212 295222 793794 120 "Ronak Agarwal" https://www.zomato.com/rongarg "Not sure about other nights. But Sunday , this is the place to be at. Credits. The management , the crowd , the music , and the event all in all to make it the best party on a Sunday in Delhi." 8893 "2014-05-24 11:07:47" 18 Excellent https://www.zomato.com/review/wGgaQ 1 1400909867.0
                      1409569762 540453ea0d0cee69ad0ae213 1078524 787106 4 "Anmol Parashar" https://www.zomato.com/users/anmol-parashar-1078524 "We went to Raasta for my friend's birthday celebration and I must say I was impressed by it's first look (I mean come on, it is inspired by Bob Marley). The place has a nice ambience with pretty comfy sofas. The staff is really friendly (We wanted to blast the party popper and make a mess and they let us). The place wasn't much crowded back in March, can't say much about now, since it has gained popularity due to the music scene (Reggae, which is great)." 8893 "2014-05-22 19:26:47" 7 Excellent https://www.zomato.com/review/nqomw  1400767007.0
                      1409569762 540453ea0d0cee69ad0ae214 1592151 786458 11 "Surabhi Jain" https://www.zomato.com/TheFoodLover_SJ "We were planning to visit raasta for so long after hearing so much about it. This place is great. It also has a separate outdoor seating though the view outside is not so great. The most important part i.e. food is great. We tried chicken faafa. It was very tasty. The drinks were also good. It was a good experience to be there." 8893 "2014-05-22 16:18:32" 24 "Very Good" https://www.zomato.com/review/EkBPL 1 1400755712.0
                      1409569762 540453ea0d0cee69ad0ae215 1930610 785844 23 "Sukhpreet Singh Sandhu" https://www.zomato.com/sukhi "Well... it is kinda overrated place. I happen to visit this place with a friend a week ago after hearing a lot about this place. The only good thing is the tastilicious food. Must try: lahem oozi, mitton empanadas, sea food chowder, hawaiian salad, and build a pasta. Staff is fine, but they are little slow. Ambience is jazzy and funky." 8893 "2014-05-22 13:56:29" 26 Good https://www.zomato.com/review/BgMmk  1400747189.0
                      1409569762 540453ea0d0cee69ad0ae216 955445 785756 32 "Priyamvada Singh" https://www.zomato.com/users/priyamvada-singh-955445 "an awesome place to hang out if you get in the cult once...and you get it very easily !!I personally like the balcony area.." 8893 "2014-05-22 13:35:27" 3 "Very Good" https://www.zomato.com/review/xNYbl  1400745927.0
                      1409569762 540453ea0d0cee69ad0ae217 1901404 776950 265 "Rahul Jain" https://www.zomato.com/rahul_jain "rasta hauz khas finally being at this place for dinner,place is crowded at the time we enter,marked by mostly mostly youngster and group of friend,ambience is funky and based on the street culture,outside siitong arrangement is anytime preferred over indoor sitting,menu contains complicated names for the items,talking about the food which is average,pizza chesse magherita,chilly paneer is good but rest of items like platter and stater is very average,service is slow,and price is not worth for food,but ambience here makes it magnificient to check out atleast once,you served here with happy hours in raasta,raasta bit disappoints me with with food.overall average place to dine in.recommended at night and outside sitting.service-2.5food-3ambience-4" 8893 "2014-05-20 10:41:16" 81 Average https://www.zomato.com/review/mYAPq 1 1400562676.0
                      1409569762 540453ea0d0cee69ad0ae218 1633965 775570 394 "Traptika Chauhan" https://www.zomato.com/users/traptika-chauhan-1633965 "We had been here on a friends bachelor's . Although the time we went - this place was getting renovated so it was in a bit of mess . However , this did not deter us from having a great time !! we were a huge group and the place was really crowded . Everyone seemed to be having a good time . We had booked a table well in advance so we were parked ourselves in that corner - kept drinking and dancing to the good music . The food was also good ( of whatever we remembered eating :)).Overall a good experience" 8893 "2014-05-19 21:55:21" 199 "Very Good" https://www.zomato.com/review/GYlZZ 1 1400516721.0
                      1409569762 540453ea0d0cee69ad0ae219 1082634 774058 18 "Somya Bhardwaj" https://www.zomato.com/users/somya-bhardwaj-1082634 "sunday are a lot of fun here." 8893 "2014-05-19 15:52:22" 10 Good https://www.zomato.com/review/EZKkY  1400494942.0
                      1409569762 540453ea0d0cee69ad0ae21a 1542569 771512 5 Rohit https://www.zomato.com/users/rohit-1542569 "Not so efficient staff and not very good food.. Highly over priced and a lot of mismanagement..Decent decor and good ambience" 8893 "2014-05-18 23:56:31" 21 Average https://www.zomato.com/review/kZkEy  1400437591.0
                      1409569762 540453ea0d0cee69ad0ae21b 1184813 769674 60 "Vishaish Gupta" https://www.zomato.com/vishaish "Just 1 word for this place: tasty-licious.A simple family restaurant sort of place. With good crowd.tried the north indian cuisine here and have to say its 1 of the best in town.Rates in accordance with HKV outlest.Food -4.5Ambience-3.5Service- 3.5alcohol- didnt try bar tenders capability to make cocktails" 8893 "2014-05-18 19:15:08" 62 "Very Good" https://www.zomato.com/review/nBBnO  1400420708.0
                      1409569762 540453ea0d0cee69ad0ae21c 284732 766692 133 "Gaurav R Sharma" https://www.zomato.com/gauravr "We hopped in a bit early (for a Saturday night) around 8.45 pm, the place wasnt crowded though, as they have a very little seating area on the inside, and alot of the area was already reserved, so we didnt get a table for 3, this was my first visit to Raasta and I felt like the place is very much overrated as the ambience was alluring but nothing is fascinating about the interior and  design of the place, so we stood outside, we got a table for 3 outside with heck lot of uncomfortable seats, it was burning outside, so I asked a waiter to let me know if any table gets free, the staff is polite and nice, we got a table inside after 10 minutes, though the ""chairs"" were pretty uncomfortable the drinks made us comfy in those chairs after a few shots, the music is very different here but I liked it, it was trippy, food tasted delicious and the place started gettin crowded and the music got higher and it was really enjoyable. The service is up to the mark. Overall...read more" 8893 "2014-05-18 07:32:54" 28  https://www.zomato.com/review/EZODo  1400378574.0
                      1409569762 540453ea0d0cee69ad0ae21d 420769 753946 43 "Bivash Talukdar" https://www.zomato.com/users/bivash-talukdar-420769 "a good ambience economical place , if you are going out on a date.food is average , drinks are same as othersoutdoor seating is fantastic , very rare you get a good view form a lounge.must go once and try!" 8893 "2014-05-15 03:15:52" 10 "Very Good" https://www.zomato.com/review/kZYYq  1400103952.0
                      1409569762 540453ea0d0cee69ad0ae21e 397775 751402 15 "Ao Angela" https://www.zomato.com/users/ao-angela-397775 "The jamaican wings in raasta is a must try..i loved it, it was spicy tangy and delicious. I went there thrice but just to drink chill and listen to good music." 8893 "2014-05-14 15:52:49" 5 Good https://www.zomato.com/review/GYkdn  1400062969.0
                      1409569762 540453ea0d0cee69ad0ae21f 1414239 750906 15 "Sushant Sadh" https://www.zomato.com/users/sushant-sadh-1414239 "Lovely ambience... Great place to chill out and enjoy... Lovely music and tasty food... U will surely enjoy your time here... Staff is also nice and friendly..." 8893 "2014-05-14 14:07:37" 30 Excellent https://www.zomato.com/review/nBRBO  1400056657.0
                      1409569762 540453ea0d0cee69ad0ae220 1663726 750242 1 Chocowell https://www.zomato.com/users/chocowell-1663726 "one of my favourite places in town.. in terms of ambience, food, beverages, music and an amazing staff of RAASTA.   their  caribbean chicken.. the mezze platter .. cheese cigars.. they are just outstanding in terms of the presentation .. taste.... and value for money.. if you are a foodie  like me then just enjoy the food a beer and  i bet you will be a RAASTA lover too :)" 8893 "2014-05-14 11:22:56" 3 Legendary https://www.zomato.com/review/aXAvE 1 1400046776.0
                      1409569762 540453ea0d0cee69ad0ae221 1574834 745196 1092 "Nidhi Jha" https://www.zomato.com/nidhijha "If you are a food and beverage establishment, if you have a menu printed with the rates you desire, you are suppose to deliver something. You cannot serve anything on the plate and ask someone to eat, you better something edible not the fodder. i dont think i have ever visited any place with such lack of responsibility. Drinks take ages to come, so does the food and that too from ice age, as cold as you would want your beer to be. Staff which will make you feel like you are the workers and they are the guest. Honestly, i regret that i ever went there and surely will never do again." 8893 "2014-05-13 03:36:59" 89 Poor https://www.zomato.com/review/NGegG 1 1399932419.0
                      1409569762 540453ea0d0cee69ad0ae222 352506 732860 10 "Rajat Singhal" https://www.zomato.com/users/rajat-singhal-352506 "Tuesday karaoke nite.Fun nite, ossum evening.Service is gud. Food is ossum too." 8893 "2014-05-10 23:18:13" 2 Legendary https://www.zomato.com/review/wdoOl  1399744093.0
                      1409569762 540453ea0d0cee69ad0ae223 719617 724012 29 "Manisha Tanwar" https://www.zomato.com/users/manisha-tanwar-719617 "i went there a week back, just to have the gooey cake, its the best cake i have ever tasted. although i would like if they get back the talumein soup back. overall nice place to chill for 2 3 hours." 8893 "2014-05-09 01:13:07" 2 Good https://www.zomato.com/review/kyeNK 1 1399578187.0
                      1409569762 540453ea0d0cee69ad0ae224 368369 716580 41 "Madhur Semwal" https://www.zomato.com/users/madhur-semwal-368369 "I am being modest while rating this place...not sure if i have anything appreciative to mention here...I ordered a Martini which was average (nothing much can go wrong there)...for starters we ordered Tango mushroom which was completely plain and tasteless...Nutty Witty- was not at all nutty:(...Food tastes Bad at this place..we didnt dare to order lunch here....the staff was not very courteous because i am sure i am not hard at hearing...!!...heard this place goes lively towards  evening..am not sure if they change the chef too :PI am not visiting this place again...!" 8893 "2014-05-07 12:34:57" 12 Poor https://www.zomato.com/review/kyPwq  1399446297.0
                      1409569762 540453ea0d0cee69ad0ae225 1489499 673228 8 "Dennis Emmanuel" https://www.zomato.com/users/dennis-emmanuel-1489499 "Nice place to hangout. Enjoy &amp; taste the snacks with drinks. You can order any drink as it is cheap &amp; the preparation of the food is also good." 8893 "2014-04-28 23:26:08" 11 Good https://www.zomato.com/review/NnYBz 1 1398707768.0
                      1409569762 540453eb0d0cee69ad0ae226 1805311 666918 43 "Charvi Banga" https://www.zomato.com/users/charvi-banga-1805311 "Nice place to visit at night. I personally found inappropriate ratio of girls and guys. 8:2 (guys:girls). Nice ambience and a nice place to handout. Outdoor sitting is better than indoor but in summers obviously indoor is suitable. Friendly waiters...in my experience there are more people who walk in and hardly any place to place them. So, this would be a minus. Rest its like any other pub or lounge but a bit more interesting because its placed in haus khas." 8893 "2014-04-27 13:03:52" 34 Good https://www.zomato.com/review/lkoDP 2 1398584032.0
                      1409569762 540453eb0d0cee69ad0ae227 730351 660778 39 "Gaurav Sukhija" https://www.zomato.com/users/gaurav-sukhija-730351 "Nice place to hang around and sitthe place is rightly placed in the heart of hauzkhas marketu may enjoy happy hours with great atmosphere of good music and nice seating arrangement" 8893 "2014-04-26 08:53:05" 13 "Very Good" https://www.zomato.com/review/BRmYD 1 1398482585.0
                      1409569762 540453eb0d0cee69ad0ae228 1631384 659948 38 "Sonu Kumar" https://www.zomato.com/users/sonu-kumar-1631384  8893 "2014-04-26 05:19:33" 16 "Very Good" https://www.zomato.com/review/OQqzL  1398469773.0
                      1409569762 540453eb0d0cee69ad0ae229 136790 652990 1 "Hari Shankar" https://www.zomato.com/users/hari-shankar-136790 "Rubbish.1. They stock only Budweiser (Which is terrible beer. In the words of a self proclaimed, local beer connoisseur ""Tastes like horse-piss"". And they sell it at a rate higher than every club/pub I've been to around here). And the next slab is posh beer. So it's a kick in the nuts. Them rastafarians be all about moneh makin, jah!2. The Budweiser mysteriously runs out around 10:30, invariably.  Every.Single.Time. If you've been there, you know this already.3. Service is slow. Painfully, eternal-hellfire-bbq Slow. Even at the bar. And the bartenders don't give a rat's ass when you call out, or wait around for your change as you gradually grow old, shrink into nothingness and eventually die.4. Music's shit. With Marley plastered all over, you'd think it'd be mellow and chill. But that's where the Marley ends and the Miley begins. Rather loud, to rub it in.I've never gone to this place voluntarily, except for maybe the first time  I ever went there. Ever...read more" 8893 "2014-04-24 15:20:43" 2  https://www.zomato.com/review/xloBo  1398333043.0
                      1409569762 540453eb0d0cee69ad0ae22a 2530 622050 33 "Soham Mukhopadhyay" https://www.zomato.com/users/soham-mukhopadhyay-2530 "Killer food. Decent drinks :) There is not much more that you could expect and not get. Service is a teeny lil' bit slow - but that varies day to day." 8893 "2014-04-19 03:21:51" 3 Excellent https://www.zomato.com/review/mnlPk 1 1397857911.0
                      1409569762 540453eb0d0cee69ad0ae22b 2005898 619894 35 "Siddharth Solanki" https://www.zomato.com/users/siddharth-solanki-2005898 "Clubing is over-crowded." 8893 "2014-04-18 13:59:23" 3 Average https://www.zomato.com/review/wwPKg  1397809763.0
                      1409569762 540453eb0d0cee69ad0ae22c 1102031 606626 65 Shiv https://www.zomato.com/thecritic  8893 "2014-04-16 02:13:00" 45  https://www.zomato.com/review/wwDeO 2 1397594580.0
                      1409569762 540453eb0d0cee69ad0ae22d 1982270 592040 93 "Juhi Jamba" https://www.zomato.com/users/juhi-jamba-1982270 "When I think of a chill evening or a crazy party night in Haus Khaz Village, the first place that comes to my head is Raasta. The crew is extremely friendly and courteous. Absolutely love the Karaoke nights, its a fun group of people that gather around and sing their hearts out.The USP is the food, its pleasing to the eye and divine when it touches your taste buds. One can feel the love that the dishes are executed with.  My personal favorite being the Calamari Rings, Chilli Prawns and Traditional American Pepperoni Pizza amongst many others.The Bar menu is extensive and one should definitely try the Electric Ice Tea to have a bomber of a night ;)p.s. As a woman partying in Delhi, I would like to make a special mention to the owners and Bouncers who make sure that every client is safe and undisturbed in the given environment.A MUST VISIT!!Like many of us you might just want to make Raasta your home away from home. Cheers." 8893 "2014-04-13 07:45:22" 2 Legendary https://www.zomato.com/review/nZvGe 2 1397355322.0
                      1409569762 540453eb0d0cee69ad0ae22e 1981598 592008 3 "Mannat Kharbanda" https://www.zomato.com/users/mannat-kharbanda-1981598 "The most amazing food I have had. The staff is very courteous and nice, the overall service is great! The music is amazing, and the ambience is great! The vibe of the place is very positive. Overall, I would say Raasta is one of the best cafes I have been too.. and am eagerly waiting for Raasta cyber hub to open soon :)" 8893 "2014-04-13 07:38:07" 1 Legendary https://www.zomato.com/review/aYAPK 1 1397354887.0
                      1409569762 540453eb0d0cee69ad0ae22f 1981600 591938 19 "Mandeep Arora" https://www.zomato.com/users/mandeep-arora-1981600 "Its one of my favourite places to hang out in Delhi specially HKV. Best thing about the outlet is their daily special nights; best ones are Tuesday (Karaoke) and Sunday (Ladies Night).Ananth (Camera person for them) is one of the best person when it comes to random clicks.The place seems like 2nd home for me now as i am there atleast once a week.Remember one incident to share-Hoegaarden was once not available in the whole of HKV but was available at Raasta-So all Hoegaarden lovers you know where to get it from next time when you cant find one...I highly recommend the place for 25+ for hangout.Hoping for something like a loyalty card to come out soon for Raasta so can hit my pocket just a lil less.Cheers..!!!" 8893 "2014-04-13 07:18:00" 1 Excellent https://www.zomato.com/review/gMAey  1397353680.0
                      1409569762 540453eb0d0cee69ad0ae230 1379789 591170 1 Krtky https://www.zomato.com/users/krtky-1379789 "Overrated, expensive and loud. They aim for dull liggting but the place is just dingy. Horrible place." 8893 "2014-04-13 04:20:02" 9 Poor https://www.zomato.com/review/GpAvo  1397343002.0
                      1409569763 540453eb0d0cee69ad0ae231 701771 590732 10 "Poonam Ahuja" https://www.zomato.com/poonam12 "Going with the Rastafarian theme this place has the pictures and quotes of Bob Marley all over their walls and they play reggae music. I am being fond of rooftop places, find this place little congested and close for my taste.I ordered Cheese Sambousek, Hummus &amp; Pita and Dylans Galouti. I loved Sambousek most out of all. Their drinks did not leave me inebriated at all (even after having Jack Daniels &amp; LIIT), that made me doubt the authenticity ;)One time visit can be paid to this place. It isn't that expensive btw." 8893 "2014-04-13 02:44:12" 3 Average https://www.zomato.com/review/RdqNG  1397337252.0
                      1409569763 540453eb0d0cee69ad0ae232 1737201 586486 49 "Vidisha Bhardwaj" https://www.zomato.com/users/vidisha-bhardwaj-1737201 "yes, after reading a lot about this place and looking at their  facebook page , i went there, and i am so unhappy and disappointed with it! overhyped, overpriced and not a place to be visited again! firstly , about the ambience  , it is too dim lighted , the location of the bar and the less number of couches makes it quiet uncomfortable on busy days (that is something i have guessed), secondly, about the interiors, since its a caribbean restaurant , it should have more touch of the same , but what i got to see were  just a few posters of bob marley ,and hendrix,nothing inspired from the raastafari.lastly , about the menu ,  ordered quesadilla, which were no where near to the once i have had at chilli's or any other mexican place ,so i was totally disappointed in them,and apart from that the raasta special drink, which for me was not at all special!plus the place was full of guys who were not actually enjoying themselves rather they were just making fun and...read more" 8893 "2014-04-12 06:18:00" 4  https://www.zomato.com/review/lnDNK  1397263680.0
                      1409569763 540453eb0d0cee69ad0ae233 658454 581244 2 Akanksha https://www.zomato.com/users/akanksha-658454 "Nice cocktails. Scrumptious starters. Recommend outdoor seating" 8893 "2014-04-11 08:08:43" 21 Excellent https://www.zomato.com/review/Bndmn 1 1397183923.0
                      1409569763 540453eb0d0cee69ad0ae234 1875200 573480 1 "Henna Talwar" https://www.zomato.com/users/henna-talwar-1875200 "Oh I m not a reviewer but this might be helpful to some....There is no disclaimer as to when to bring ID proofs, they suddenly close the entry for couples giving vague reasons and eventually you end up going to some place you never planned to go! The place is heaped up on weekends, that you would really be required to struggle through. Staff specially the bouncers come in form and do not realize that their behavior is indifferent to even innocent people or first timers who doesn't know much, as there is no disclaimer to ANYTHING! The girls come all dressed up wearing heals and with their hair down are fighting for entry specially on Ladies night Because of id proof rule. Its such a shame. Only those who go their often comes to know all the Drama about the place are the ones enjoying. As the only thing is the crowd which is making the place and may be the cheap drinks but soon with the biased rude staff and uncertain changes the place will doubtingly lose THE CROWD FACTOR too!" 8893 "2014-04-08 22:25:23" 1 Average https://www.zomato.com/review/keBba  1396976123.0
                      1409569763 540453eb0d0cee69ad0ae235 1874836 573320 8 "Snigdha Ghosh Roy" https://www.zomato.com/users/snigdha-ghosh-roy-1874836 "Food was OK. But ambiance and music was really charged up and we were a bunch of girls who ended up having a great time! The service was awesome! Would go back soon!" 8893 "2014-04-08 21:25:59" 7 Good https://www.zomato.com/review/LDOoa  1396972559.0
                      1409569763 540453eb0d0cee69ad0ae236 415365 554702 15 "Parth Pande" https://www.zomato.com/users/parth-pande-415365 "Dubstep fever..i go there every saturday..Amazing place to hangout with buddies.." 8893 "2014-04-01 09:02:04" 1 Legendary https://www.zomato.com/review/GKrae  1396323124.0
                      1409569763 540453eb0d0cee69ad0ae237 636896 548873 49  https://www.zomato.com/yoann "Raasta really has nothing going for it.It's a completely overhyped place.The crowd is very show off (in a place featuring Bob Marley posters everywhere that's awkward)The staff is borderline rudeThe music is nothing worth notingThe only thing it has going for it is this stupid couple policy...On that topic this policy is enforced to a completely ridiculous level. I was there with some friends, and we decided to leave to go have food and planned to come back.As some of our friends were still there we didn't settle the tab...When we realized that we tried to come back to settle the tab... But the stupid bouncer wouldn't let us in or even listen to us...Anyway overall I recommend going any other place that raasta. You will meet a better crowd with a nicer staff..." 8893 "2014-03-30 01:56:56" 27 Poor https://www.zomato.com/review/epNED 5 1396124816.0
